City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
649,Altay,CN,65.8,scattered clouds,47.8667,88.1167,Jinqiao Hotel
652,Hazorasp,UZ,76.84,clear sky,41.3194,61.0742,Kemping wifi hotel
654,Saint-Francois,FR,72.84,clear sky,46.4154,3.9054,Manoir Du Bonheur
657,Souillac,MU,68.38,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
658,Ponta Delgada,PT,74.12,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
659,Isperih,BG,69.35,broken clouds,43.7167,26.8333,Guest Rooms Relax
661,Baoqing,CN,68.16,overcast clouds,46.3317,132.2111,Baoqing Hotel
664,Saint-Joseph,RE,66.58,clear sky,-21.3667,55.6167,"""Plantation Bed and Breakfast"
666,Chapais,CA,64.18,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
667,Lagoa Da Canoa,BR,67.51,scattered clouds,-9.8297,-36.7378,Recanto Santo Antonio
671,Fene,ES,64.47,clear sky,43.45,-8.15,Hotel Sarga
672,Cadillac,US,73.31,broken clouds,44.2519,-85.4012,"Holiday Inn Express & Suites Cadillac, an IHG Hotel"
674,Ignacio Zaragoza,MX,73.31,overcast clouds,28.3833,-107.2167,
676,Medvezhyegorsk,RU,60.78,overcast clouds,62.9167,34.4667,Solnechnyy
678,Sarkand,KZ,70.88,few clouds,45.41,79.9186,Гостиница Сарканд
679,Pingdingshan,CN,73.42,clear sky,33.7385,113.3012,Chengfu Hotel
683,Encruzilhada,BR,67.53,clear sky,-15.5314,-40.9094,Hotel e Restaurante Rio Pardo
686,Bitung,ID,76.05,broken clouds,1.4451,125.1824,K2 Lembeh
687,Diego De Almagro,CL,73.87,broken clouds,-26.3667,-70.05,hotel luna del desierto
690,Port Hardy,CA,66.38,clear sky,50.6996,-127.4199,Airport Inn-Port Hardy
692,Eureka,US,74.19,broken clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
694,Hobyo,SO,75.65,broken clouds,5.3505,48.5268,Iftin hotel hobyo
696,Swift Current,CA,79.61,scattered clouds,50.2834,-107.8014,"Motel 6 Swift Current, SK"
697,Penzance,GB,65.08,broken clouds,50.1186,-5.5371,Artist Residence Penzance
701,Shimoni,KE,73.96,few clouds,-4.6476,39.3817,Shimoni Reef Lodge
702,Saint Anthony,US,76.48,overcast clouds,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
704,Richards Bay,ZA,66.29,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
705,Tura,IN,73.85,scattered clouds,25.5198,90.2201,Hotel RIKMAN Continental
707,Naryan-Mar,RU,64.18,light rain,67.6713,53.087,Hostel Agat
710,Hornepayne,CA,60.12,overcast clouds,49.2138,-84.7705,Kay-Vee Lodge Ltd
